国内,#genre#
龙华戏剧,P2p://lino.homeunix.com:6007/59fd38840006b53d02f14094613f7615.ts
博斯足球,P2p://lino.homeunix.com:6007/59fd3861000ae97702f0b8f522337286.ts
寰宇综合,P2p://lino.homeunix.com:6007/59fd383a000db1c102f021590c272f6e.ts
BabyFirst,P2p://lino.homeunix.com:6007/59fd381b000ea26202efa87f74c25153.ts
靖天戏剧台,P2p://lino.homeunix.com:6007/59fd36f80009b75202eb367f603a273f.ts
EYETV戏剧,P2p://lino.homeunix.com:6007/59fd35bd00061f9e02e6671d60d7011c.ts
MTV LIVE 音乐现场,P2p://lino.homeunix.com:6007/59fd338800019be502ddc6ec066c3089.ts
曼迪日本台,P2p://lino.homeunix.com:6007/59fd3343000561bb02dcba5e474715ac.ts
靖天国际台,P2p://lino.homeunix.com:6007/59fd32c800056a3402dad9e646096d29.ts
smart知识台,P2p://lino.homeunix.com:6007/59fd32970005fa4002da1a9d12c87a7d.ts
fyi,P2p://lino.homeunix.com:6007/59fd32500009ea1902d9064f0d2c0edc.ts
BBC earth 地球频道,P2p://lino.homeunix.com:6007/59fd3223000ee20302d857cf1a981663.ts
BBC生活频道,P2p://lino.homeunix.com:6007/59fd320000071ba102d7cd137e585878.ts
CHINA MOVIE,P2p://lino.homeunix.com:6007/59fd31940007515202d627434d991d4f.ts
龙华影剧,P2p://lino.homeunix.com:6007/59fd30d6000988d702d341a0202638f5.ts
sundance channel,P2p://lino.homeunix.com:6007/59fd30960001991702d2459c74bd52f1.ts
阿里郎电视台,P2p://lino.homeunix.com:6007/59fd303f000e8d8702d0f510645c2ff4.ts
寰宇财经,P2p://lino.homeunix.com:6007/59fd2b98000b4fba02bec7ed4c560211.ts
TVBS 精彩台,P2p://lino.homeunix.com:6007/59fd250f000aa01602a54096673b0f2a.ts
好消息 2,P2p://lino.homeunix.com:6007/59fcf6310003171001ee2b72507f276b.ts
博斯运动,P2p://lino.homeunix.com:6007/59fcf5fa00018d0c01ed543c25887aed.ts
博斯高球一台,P2p://lino.homeunix.com:6007/59fcf4c90006ba2c01e8ae1c1ec827ca.ts
Warner Bros,P2p://lino.homeunix.com:6007/5a321796000072dfd4b2057134a263e5.ts
TVB8,P2p://lino.homeunix.com:6007/5a32174e0001f481d4b0ec8f67f06c2b.ts
Nick Jr,P2p://lino.homeunix.com:6007/59fcf253000a066a01df120704291dc3.ts
Z 频道,P2p://lino.homeunix.com:6007/5acb650d0006707f2b8d716537d413a9.ts
HKS,P2p://lino.homeunix.com:6007/5afbd0d7000dfbc54833015a3ca55f37.ts
霹雳台湾台,P2p://lino.homeunix.com:6007/5b07a59b0005c8ff766a65e653565438.ts

港台体育,#genre#
FOXSPORT2,p8p://0198.02686.cc:16871/5d1a69a30008cd8811bd9c1ad6dfa2ad.ts
FOXSPORT3,vjms://58.215.133.185:8500:3502/live/cid=95#vjms://121.14.222.75:8500:3502/live/cid=95
爱尔达体育HD,vjms://58.215.133.185:8500:3502/live/cid=266#vjms://121.14.222.75:8500:3502/live/cid=266#vjms://23.237.33.155:8500:3502/live/cid=266
博斯高球1,vjms://58.215.133.185:8500:3502/live/cid=265#vjms://121.14.222.75:8500:3502/live/cid=265#vjms://23.237.33.155:8500:3502/live/cid=265
博斯高球2,p8p://0198.02686.cc:16871/5d1a69a6000ef72511bda96629eb9aa4.ts
纬来体育,vjms://58.215.133.185:8500:3502/live/cid=202#http://pili-live-hdl.qhmywl.com/dsdtv/464311a99c6465a1f36681b73c62fa83.flv#vjms://121.14.222.75:8500:3502/live/cid=202#vjms://23.237.33.155:8500:3502/live/cid=202
Z频道,p8p://0198.02686.cc:16871/5d1a69ac000bbbd711bdc002921c2017.ts
Star Sports,rtmp://58.200.131.2:1935/livetv/starsports

港台育乐,#genre#
国家地理野生,vjms://58.215.133.185:8500:3502/live/cid=263#vjms://121.14.222.75:8500:3502/live/cid=263#vjms://23.237.33.155:8500:3502/live/cid=263
国家地理,vjms://58.215.133.185:8500:3502/live/cid=115#vjms://121.14.222.75:8500:3502/live/cid=115#vjms://23.237.33.155:8500:3502/live/cid=115#rtmp://58.200.131.2:1935/livetv/natlgeo
探索频道,rtmp://58.200.131.2:1935/livetv/discovery
探索亚洲,vjms://58.215.133.185:8500:3502/live/cid=440#vjms://121.14.222.75:8500:3502/live/cid=440#vjms://23.237.33.155:8500:3502/live/cid=440
探索科学,vjms://58.215.133.185:8500:3502/live/cid=457#vjms://121.14.222.75:8500:3502/live/cid=457#vjms://23.237.33.155:8500:3502/live/cid=457
