国内,#genre#
台视新闻台,P2p://lino.homeunix.com:6007/59fd299b00054a3002b7020e67d657e3.ts
中视新闻台,P2p://lino.homeunix.com:6007/59fd2282000219b8029b479b6fc21d86.ts
中天新闻,P2p://lino.homeunix.com:6007/59fd05020006070602280c953c2545e6.ts
国兴卫视,P2p://lino.homeunix.com:6007/59fd0565000d04390229912232d21634.ts
东森幼幼,P2p://lino.homeunix.com:6007/5a32188e00095e2bd4b5d0737fe325f5.ts
风云足球,P2p://lino.homeunix.com:6007/59fd0bbb000185ff02424e24243823ca.ts
travel,P2p://lino.homeunix.com:6007/59fd0b9100084afb0241abca38654efa.ts
CINEMAX,P2p://lino.homeunix.com:6007/59fd0b0b00042603023f9f5023951856.ts
fashiontv,P2p://lino.homeunix.com:6007/59fd0add000221eb023eeb130f1c4195.ts
NHK WORLD,P2p://lino.homeunix.com:6007/59fd0a09000c3214023bb18461b51f7a.ts
JET 综合&年代MUCH,P2p://lino.homeunix.com:6007/59fd054a00006c030229246e6fa27a75.ts
中天亚洲台,P2p://lino.homeunix.com:6007/59fd05260002b0730228985b2c380c8a.ts
Baby TV 英语,P2p://lino.homeunix.com:6007/59fd088b000b59000235dd256d3d4ad5.ts
星卫电影台,P2p://lino.homeunix.com:6007/59fd086a00072cbb02355b236c4a3fcb.ts
美亚电影台,P2p://lino.homeunix.com:6007/59fd08470008d4d60234d2d92e65644c.ts
东森电影,P2p://lino.homeunix.com:6007/59fd0cab0008230a0245f94a229777bd.ts
卫视电影台,P2p://lino.homeunix.com:6007/59fd0369000ea5750221d12f32a532b8.ts
CHC 动作电影,P2p://lino.homeunix.com:6007/59fd25c800060e1102a812154e343f18.ts
CHC 家庭影院,P2p://lino.homeunix.com:6007/59fd25b000031edb02a7b38a6a5d0696.ts
CHC 高清电影,P2p://lino.homeunix.com:6007/59fd0b3f0002084d024069e339cc1997.ts
好莱坞电影,P2p://lino.homeunix.com:6007/5a141b66000b4be65f90135822b40e43.ts
靖洋戏剧台,P2p://lino.homeunix.com:6007/59fd259600089bb202a74f6123416e8d.ts
亚洲旅游台,P2p://lino.homeunix.com:6007/59fd0809000909e90233e0b820d34ea5.ts
ELTA体育1,P2p://lino.homeunix.com:6007/59fd07ba000a4d260232ac6f507c5a84.ts
龙华洋片,P2p://lino.homeunix.com:6007/59fd07650001a79102315e34781149f3.ts
博斯高球Ⅱ,P2p://lino.homeunix.com:6007/59fd073b0000c2280230b9e6743b0ab3.ts
美食星球,P2p://lino.homeunix.com:6007/59fd07190004a07d0230361f798d3b15.ts
壹电视综合,P2p://lino.homeunix.com:6007/59fd06f600087a21022fae61787f061c.ts
中视经典,P2p://lino.homeunix.com:6007/59fd09bd0002ab6d023a86337415321a.ts
中视,P2p://lino.homeunix.com:6007/59fd06ac000555a7022e8c862ebc1019.ts
台视,P2p://lino.homeunix.com:6007/59fd099c00008ebf023a04ce64d57ff4.ts
华视,P2p://lino.homeunix.com:6007/59fd068a0005f99e022e07d55c2f581d.ts
华视教育文化,P2p://lino.homeunix.com:6007/59fd23240005c9a4029dc1561885012e.ts
民视,P2p://lino.homeunix.com:6007/59fd230300046dc8029d402053e02fbf.ts
民视台湾台,P2p://lino.homeunix.com:6007/59fd0670000decc5022da459628c3d1a.ts
公视,P2p://lino.homeunix.com:6007/59fd0656000e66cd022d3ee840ad175d.ts
公视3,P2p://lino.homeunix.com:6007/5ac5da01000d09fc15e6046427920804.ts
中天综合,P2p://lino.homeunix.com:6007/59fd04bc00059d610226fb164a845fa5.ts
中天娱乐,P2p://lino.homeunix.com:6007/59fd049e0006fb6e0226863427c16955.ts
卫视中文台,P2p://lino.homeunix.com:6007/59fd0394000660a0022277050be47b46.ts
八大第一台,P2p://lino.homeunix.com:6007/59fd22540006fb57029a95244a947e57.ts
八大综合,P2p://lino.homeunix.com:6007/59fd22220005cbed0299d18627a207f7.ts
八大戏剧,P2p://lino.homeunix.com:6007/59fd21c7000edfe70298706f2ef217c7.ts
TVBS欢乐台,P2p://lino.homeunix.com:6007/59fd20ae000635720294248563346fd6.ts
纬来日本.,P2p://lino.homeunix.com:6007/5bc8a92100047ccf6299e01b2aac4b86.ts
纬来体育.,P2p://lino.homeunix.com:6007/5a141bab0009ca9c5f91208265721808.ts
纬来戏剧,P2p://lino.homeunix.com:6007/59fd20190002fb090291ddb256d73759.ts
纬来育乐,P2p://lino.homeunix.com:6007/59fd26ad000978f002ab917848d22993.ts
纬来精彩,P2p://lino.homeunix.com:6007/5ac5d68600012bae15d868ee776c7fe2.ts
东森戏剧,P2p://lino.homeunix.com:6007/59fd17a500022c250270d8533c186ce9.ts
东森洋片,P2p://lino.homeunix.com:6007/59fd17860002b83302705f6a03a560d2.ts
东森综合,P2p://lino.homeunix.com:6007/5a141ade0007bc435f8dff2d5b3453d7.ts
Disney 迪士尼,P2p://lino.homeunix.com:6007/59fd1766000a51cc026fe44f425c5788.ts
大爱一台,P2p://lino.homeunix.com:6007/59fd173e0004273a026f46886dde4613.ts
History,P2p://lino.homeunix.com:6007/59fd16f900060059026e396d395f3348.ts
CNN 美国有线电视新闻网,P2p://lino.homeunix.com:6007/59fd16db000b5f05026dc5a57b516fdb.ts
BBC,P2p://lino.homeunix.com:6007/59fd16bc000f2550026d4d870b85516d.ts
采昌影剧台,P2p://lino.homeunix.com:6007/59fd15cc000cd7cc0269a36a466420ca.ts
OUTDOOR,P2p://lino.homeunix.com:6007/59fd15a600029d6902690c5b552d077d.ts
HBO Family 温馨家庭,P2p://lino.homeunix.com:6007/59fd152900015243026723c45811069b.ts
HBO Hits 强档巨献,P2p://lino.homeunix.com:6007/59fd22e50004a1f8029ccaff41480126.ts
FOX ,P2p://lino.homeunix.com:6007/59fd14cf000321f60265c4a24ca93407.ts
FOX CRIME,P2p://lino.homeunix.com:6007/59fd14ae0007a794026544e32f606291.ts
FOX 优质影院,P2p://lino.homeunix.com:6007/59fd246a0009125502a2bba01b0f4bf5.ts
FOX 家庭影院,P2p://lino.homeunix.com:6007/59fd229f000615aa029bb9ed79916213.ts
FOX SPORTS 3,P2p://lino.homeunix.com:6007/59fd0ab7000ca0d6023e595351427583.ts
卫视西片,P2p://lino.homeunix.com:6007/59fd1475000301e1026465123e2e3650.ts
CHANNEL NEWSASIA,P2p://lino.homeunix.com:6007/5a56d833000e41286443908c2a501e55.ts
Bloomberg,P2p://lino.homeunix.com:6007/59fd143600049ec602636f67016a7ce1.ts
卫视合家欢,P2p://lino.homeunix.com:6007/59fd14190000e1040262fd2560d91f69.ts
CNBC,P2p://lino.homeunix.com:6007/59fd13fa000e6ccb026287884cf4343a.ts
ALJAZEERA,P2p://lino.homeunix.com:6007/5acb89f900027bd72c1daa3b4a4268c8.ts
DW-TV,P2p://lino.homeunix.com:6007/59fd139d000070db026118a63259113d.ts
TV5,P2p://lino.homeunix.com:6007/59fd1365000b6205026040b545ac325b.ts
靖天日本,P2p://lino.homeunix.com:6007/59fd2893000bff8802b2fc847a9852a6.ts
亚洲美食,P2p://lino.homeunix.com:6007/59fd27e40007382002b04fb323e85206.ts
EYETV旅游,P2p://lino.homeunix.com:6007/59fd27c4000cb3b102afd41b5cc4003d.ts
FX 福克斯影视,P2p://lino.homeunix.com:6007/59fd279b000c06e702af33d47d4c770a.ts
三立都会台,P2p://lino.homeunix.com:6007/59fd20f5000e6b4602953c0079210fd1.ts
三立戏剧台,P2p://lino.homeunix.com:6007/59fd274c0001400d02adfc6d23452c25.ts
三立综合台,P2p://lino.homeunix.com:6007/59fd27240003732f02ad60c95d8e10a7.ts
三立台湾.,P2p://lino.homeunix.com:6007/5a1425f00009bfad5fb93e0a6f7070c4.ts
CatchPlay,P2p://lino.homeunix.com:6007/59fd26e9000849d802ac7b8a43f34f6a.ts
ELTA综合,P2p://lino.homeunix.com:6007/59fd26ca00086abe02ac0272796720c5.ts
FRANCE 24（English）,P2p://lino.homeunix.com:6007/59fd268900088bbe02ab049910f0530f.ts
龙华动画,P2p://lino.homeunix.com:6007/59fd26690002a01402aa86134bf26468.ts
动物星球,P2p://lino.homeunix.com:6007/59fd254500042de102a611e03cd83fa7.ts
CN 卡通,P2p://lino.homeunix.com:6007/59fd24f00005da6c02a4c6456cf31e13.ts
MOMO亲子台,P2p://lino.homeunix.com:6007/5a3b9d400006e7bcf9e47334508c3038.ts
tvN,P2p://lino.homeunix.com:6007/59fd248e000a1aa502a3488f618b6de7.ts
今日俄罗斯,P2p://lino.homeunix.com:6007/5acb88f40000e1422c19ae4624f1680c.ts
美国高尔夫频道,P2p://lino.homeunix.com:6007/59fd23c0000c1e7f02a0245c6964058b.ts
博斯无限,P2p://lino.homeunix.com:6007/59fd149100031ddf0264d2721a4e5126.ts
靖天卡通台,P2p://lino.homeunix.com:6007/59fd38e0000de06a02f2a9c951a975a6.ts
MTV 音乐台,P2p://lino.homeunix.com:6007/59fd38c4000c84ed02f23c1b626a19ac.ts
龙华戏剧,P2p://lino.homeunix.com:6007/59fd38840006b53d02f14094613f7615.ts
博斯足球,P2p://lino.homeunix.com:6007/59fd3861000ae97702f0b8f522337286.ts
寰宇综合,P2p://lino.homeunix.com:6007/59fd383a000db1c102f021590c272f6e.ts
BabyFirst,P2p://lino.homeunix.com:6007/59fd381b000ea26202efa87f74c25153.ts
靖天戏剧台,P2p://lino.homeunix.com:6007/59fd36f80009b75202eb367f603a273f.ts
EYETV戏剧,P2p://lino.homeunix.com:6007/59fd35bd00061f9e02e6671d60d7011c.ts
MTV LIVE 音乐现场,P2p://lino.homeunix.com:6007/59fd338800019be502ddc6ec066c3089.ts
曼迪日本台,P2p://lino.homeunix.com:6007/59fd3343000561bb02dcba5e474715ac.ts
靖天国际台,P2p://lino.homeunix.com:6007/59fd32c800056a3402dad9e646096d29.ts
smart知识台,P2p://lino.homeunix.com:6007/59fd32970005fa4002da1a9d12c87a7d.ts
fyi,P2p://lino.homeunix.com:6007/59fd32500009ea1902d9064f0d2c0edc.ts
BBC earth 地球频道,P2p://lino.homeunix.com:6007/59fd3223000ee20302d857cf1a981663.ts
BBC生活频道,P2p://lino.homeunix.com:6007/59fd320000071ba102d7cd137e585878.ts
CHINA MOVIE,P2p://lino.homeunix.com:6007/59fd31940007515202d627434d991d4f.ts
龙华影剧,P2p://lino.homeunix.com:6007/59fd30d6000988d702d341a0202638f5.ts
sundance channel,P2p://lino.homeunix.com:6007/59fd30960001991702d2459c74bd52f1.ts
阿里郎电视台,P2p://lino.homeunix.com:6007/59fd303f000e8d8702d0f510645c2ff4.ts
寰宇财经,P2p://lino.homeunix.com:6007/59fd2b98000b4fba02bec7ed4c560211.ts
TVBS 精彩台,P2p://lino.homeunix.com:6007/59fd250f000aa01602a54096673b0f2a.ts
好消息 2,P2p://lino.homeunix.com:6007/59fcf6310003171001ee2b72507f276b.ts
博斯运动,P2p://lino.homeunix.com:6007/59fcf5fa00018d0c01ed543c25887aed.ts
博斯高球一台,P2p://lino.homeunix.com:6007/59fcf4c90006ba2c01e8ae1c1ec827ca.ts
Warner Bros,P2p://lino.homeunix.com:6007/5a321796000072dfd4b2057134a263e5.ts
TVB8,P2p://lino.homeunix.com:6007/5a32174e0001f481d4b0ec8f67f06c2b.ts
Nick Jr,P2p://lino.homeunix.com:6007/59fcf253000a066a01df120704291dc3.ts
Z 频道,P2p://lino.homeunix.com:6007/5acb650d0006707f2b8d716537d413a9.ts
HKS,P2p://lino.homeunix.com:6007/5afbd0d7000dfbc54833015a3ca55f37.ts
霹雳台湾台,P2p://lino.homeunix.com:6007/5b07a59b0005c8ff766a65e653565438.ts



18+TV,#genre#
惊艳台HD,P2p://51.79.41.138:18912/5c18f9100006a3e2c0746e0708a009f7.mu38#mitv://51.79.41.138:18912/5c18f9100006a3e2c0746e0708a009f7.ts.ts
彩虹电影,P2p://51.79.41.138:18912/5c18f8eb000ca180c073df055bc26b76.mu38#mitv://51.79.41.138:18912/5c18f8eb000ca180c073df055bc26b76.ts.ts
HOT星颜,P2p://51.79.41.138:18912/5c18f8e80001d046c073d07f7ee742c9.mu38#mitv://51.79.41.138:18912/5c18f8e80001d046c073d07f7ee742c9.ts.ts
松视1台,P2p://51.79.41.138:18912/5c18f8fb00064883c0741bdf109f114a.mu38#mitv://51.79.41.138:18912/5c18f8fb00064883c0741bdf109f114a.ts.ts
